term,subject,course_number,crn,title,restrictions
202611,ACCT,430,59752,GLOBAL IMMERSION IN ACCT: AUS,Must be assigned one of the following Student Attributes: STAB
202611,ACCT,445,47664,INTERNATIONAL ACCT,"Must be enrolled in one of the following Majors: Accounting, Business Honors"
202611,AGCJ,404,50109,SCI COMM PUB ENG AG & LIFE SCI,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Fields of Study Ag Communications & Journalism"
202611,AGEC,415,16768,FOOD AGBU STRAT MKT PLAN,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,AGEC,420,51359,FOOD SECURITY CLIMATE CONFLICT,May not be enrolled in one of the following Concentrations: CS
202611,AGEC,425,28338,AGBU ENTRE FINC ANALYSIS,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,AGEC,448,10101,AGR COMMODITY FUTURES,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,AGEC,453,30549,INTERNATIONAL AGBU MKTG,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,AGSC,373,20653,MANAGE SAFETY IN AGSC PRGM,"Must be enrolled in one of the following Fields of Study Agricultural Education, Agricultural Science"
202611,AGSC,383,10116,TEACHING AG MECHANICS,"Must be enrolled in one of the following Fields of Study Agricultural Education, Agricultural Science"
202611,AGSM,310,10125,AGRI MACHINERY MGMT,Must be enrolled in one of the following Departments: Biological & Agricultural Eng
202611,AGSM,325,10129,AGRI INDUS APPL ELEC,Must be enrolled in one of the following Departments: Biological & Agricultural Eng
202611,AGSM,337,49254,TECH ENV NAT RES ENGR,Must be enrolled in one of the following Departments: Biological & Agricultural Eng
202611,AGSM,360,33698,OCCUPATIONAL SAFETY MGMT,Must be enrolled in one of the following Fields of Study Agricultural Systems Mgmt
202611,AGSM,440,45195,MGMT AGRI SYSTM II,Must be enrolled in one of the following Majors: Agricultural Systems Mgmt
202611,ALEC,371,50120,SKILLS & TECH YOUTH DEVEL PRO,Must be enrolled in one of the following Fields of Study Youth Development
202611,ALEC,377,50118,CAMP MANAGEMENT & ADMIN,Must be enrolled in one of the following Fields of Study Youth Development
202611,ALEC,460,59699,APP INTL DEV THEORY AGRI: NAM,Must be assigned one of the following Student Attributes: STAB
202611,ALED,401,15278,ADVD PROF LEADERSHIP DEV,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,ALED,422,59024,CULTURAL PLRLSM IN AGRI,"Must be enrolled in one of the following Classifications: Sophomore 30-59 Hours, Junior 60-89 Hours, Senior 90+ Hours"
202611,ALED,441,28263,AGRI EXTEN ORG & METH,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,ANSC,111,34620,ANIMAL PROD SYS,"Must be enrolled in one of the following Majors: Animal Science, Blinn Team"
202611,ANSC,289,59098,SPTP: LIVESTOCK BREEDS,"Must be enrolled in one of the following Classifications: Sophomore 30-59 Hours, Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Majors: Animal Science"
202611,ANSC,411,12457,EQUINE NUTR & HEALTH,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,ANSC,414,13505,SHEEP & GOAT PROD & MG,Must be enrolled in one of the following Majors: Animal Science
202611,ANSC,420,10172,EQUINE PROD & MGMT,Must be enrolled in one of the following Majors: Animal Science
202611,ANSC,423,34613,ISSUES EQUINE INDUSTRY,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Majors: Animal Science"
202611,ANSC,451,58000,CURRENT ISSUES IN ANIMAL AG,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Majors: Animal Science"
202611,ANSC,467,40136,PRCSD MEAT FD OPERATNS,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,ANTH,402,42690,ARCHAEOLOG ARTIFACT CONS,"Must be enrolled in one of the following Fields of Study Anthropology, Museum Studies, Nautical Archaeology"
202611,ARCH,206,10195,ARCH DESIGN II,Must be enrolled in one of the following Departments: Architecture
202611,ARCH,328,43388,ARCHITECTURAL ENVELOPES,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Majors: Environmental Design | Must be enrolled in one of the following Designated Major fields of study: Architecture"
202611,ARCH,346,30292,ARCH HERITAGE CULTURE,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,ARCH,347,43066,DOCUMENT HIST BLDGS & SITES,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,ARCH,406,10197,ARCH DESIGN V,Must be enrolled in one of the following Departments: Architecture
202611,ARCH,458,10202,CULT ETHICAL GLOBAL PRAC,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,ARTS,111,49136,DRAWING I,"Must be enrolled in one of the following Fields of Study Graphic Design, Studio Art, Visualization (Lower)"
202611,ARTS,312,53250,ADVANCED PHOTOGRAPHY,"Must be enrolled in one of the following Fields of Study Graphic Design, Studio Art, Visualization"
202611,ARTS,339,41196,THEMES IN CONTEMPORARY ART,"Must be enrolled in one of the following Fields of Study Art & Architectural History, Visualization"
202611,ARTS,353,28675,COLOR THEORY,"Must be enrolled in one of the following Fields of Study Art, Graphic Design, Studio Art, Visualization"
202611,ARTS,403,50241,GRAPHIC DESIGN III,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Fields of Study Art, Graphic Design, Visualization"
202611,ATMO,370,59320,HIGH IMPACT EXPER METEORO: BRB,Must be assigned one of the following Student Attributes: STAB
202611,ATMO,441,10236,SATELLITE MET REM SENS,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202611,ATMO,456,12715,PRAC WEATHER FORECASTING,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202611,BAEN,301,14158,BIO & AG ENGR FUND I,"Must be enrolled in one of the following Majors: Biological & Agricultural Engr, General Engineering"
202611,BAEN,477,41443,AIR POLLUTION ENGINEERIN,"Must be enrolled in one of the following Majors: Architectural Engineering, Biological & Agricultural Engr, Environmental Engineering"
202611,BEFB,470,10251,BILING ASSESS & MONITORING,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Programs: BS EDUC-Early Child G6 Bil | Must be enrolled in one of the following Fields of Study Early Childhood-Grade 6 Biling"
202611,BEFB,476,10252,CONTENT AREA INSTRUCTION,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Programs: BS EDUC-Early Child G6 Bil"
202611,BESC,311,59702,INTL PERSPECTIVES ENVR IS: TH,Must be assigned one of the following Student Attributes: STAB
202611,BICH,102,58791,INTRO BICH & GENE TECHNIQUES,"Must be enrolled in one of the following Majors: Biochemistry, Genetics"
202611,BICH,420,54798,HNR-BIOETHICS,"Must be enrolled in one of the following Majors: Biochemistry, Genetics"
202611,BICH,464,13064,BACTERIOPHAGE GENOMICS,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,BIMS,481,36578,SEMINAR,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Majors: Biomedical Sciences, University Studies"
202611,BIOL,335,12575,INVERTEBRATE ZOOLOGY,Must be enrolled in one of the following Programs: BS ZOOL
202611,BMEN,207,46958,COMPUTING FOR BMEN,Must be enrolled in one of the following Majors: Biomedical Engineering
202611,BMEN,254,49987,BMEN DESIGN I,Must be enrolled in one of the following Majors: Biomedical Engineering
202611,BMEN,354,50217,BMEN DESIGN III,Must be enrolled in one of the following Majors: Biomedical Engineering
202611,BMEN,463,42804,SOFT TISSUE MECHANICS,Must be enrolled in one of the following Majors: Biomedical Engineering
202611,BMEN,483,50226,POLYMERIC BIOMATRL SYNTH,Must be enrolled in one of the following Majors: Biomedical Engineering
202611,BUSN,401,10394,BUSINESS FELLOWS I,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202611,CLEN,261,43011,THE ENGINEERING PROFESSION,Must be enrolled in one of the following Majors: General Engineering
202611,COMM,316,58878,MEDIA PSYCHOLOGY,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,COMM,345,34963,MEDIA INDUSTRIES,"Must be enrolled in one of the following Classifications: Sophomore 30-59 Hours, Junior 60-89 Hours, Senior 90+ Hours"
202611,COMM,377,42831,ENTREPRENEURSHIP & NEW MEDIA,"Must be enrolled in one of the following Classifications: Sophomore 30-59 Hours, Junior 60-89 Hours, Senior 90+ Hours"
202611,COMM,411,54904,REPRESENTATNS MOTHERHOOD,"Must be enrolled in one of the following Classifications: Senior 90+ Hours | Must be enrolled in one of the following Majors: Communication, Telecommunication MediaStudies"
202611,COMM,434,59322,TOPICS RHETORIC THEORY:ITA,Must be assigned one of the following Student Attributes: STAB
202611,COMM,452,59133,CULTUR STUD OF COMM TECH,"Must be enrolled in one of the following Classifications: Senior 90+ Hours | Must be enrolled in one of the following Majors: Communication, Telecommunication MediaStudies"
202611,COSC,427,54765,PROJECT CONSTRUCTIONARIUM UK,"Must be enrolled in one of the following Departments: Construction Science | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,CSCE,320,54734,PRINCIPLES OF DATA SCIENCE,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computing, Computer Engineering, Computer Science, Data Engineering, Statistics | May not be enrolled in one of the following Concentrations: GV"
202611,CSCE,402,58350,LAW & POLICY CYBERSECURITY,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad | Must be enrolled in one of the following Fields of Study Computer Engineering - CECN, Computer Engineering - CEEN, Computing, Computer Engineering, Computer Science, Cybersecurity"
202611,CSCE,413,59868,SOFTWARE SECURITY,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Fields of Study Computer Engineering - CECN, Computer Engineering - CEEN, Computing, Computer Engineering, Computer Science, Cybersecurity"
202611,CSCE,432,46556,ACCESSIBLE COMPUTING,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computing, Computer Engineering, Computer Science | May not be enrolled in one of the following Concentrations: GV"
202611,CSCE,438,17008,DISTRIBUTED SYSTEMS,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad | Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computing, Computer Engineering, Computer Science | May not be enrolled in one of the following Concentrations: GV"
202611,CSCE,443,47754,GAME DEVELOPMENT,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computing, Computer Engineering, Computer Science | May not be enrolled in one of the following Concentrations: GV"
202611,CSCE,445,19179,COMPUTERS AND NEW MEDIA,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computing, Computer Engineering, Computer Science | May not be enrolled in one of the following Concentrations: GV"
202611,CSCE,446,51108,VIRTUAL REALITY,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computing, Computer Engineering, Computer Science | May not be enrolled in one of the following Concentrations: GV"
202611,CSCE,448,46340,COMPUTATIONAL PHOTOGRAPHY,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computing, Computer Engineering, Computer Science | May not be enrolled in one of the following Concentrations: GV"
202611,CSCE,450,54772,COMPUTER ANIMATION,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computing, Computer Engineering, Computer Science | May not be enrolled in one of the following Concentrations: GV"
202611,CSCE,469,54817,ADV COMPUTER ARCHITEC,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad | Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computing, Computer Engineering, Computer Science, Electrical Engineering | May not be enrolled in one of the following Concentrations: GV"
202611,DAEN,210,50097,UNCERTAINTY MODELING,Must be enrolled in one of the following Majors: Data Engineering
202611,DAEN,301,53796,DAEN CODING EXPERIENCE II,Must be enrolled in one of the following Majors: Data Engineering
202611,DAEN,323,53797,STAT LEARNING & DECISIONS,Must be enrolled in one of the following Majors: Data Engineering
202611,DCED,203,45628,DANCE PRODUCTION,"Must be enrolled in one of the following Programs: BS KINE - Dance Science, BS USEH-Dance | Must be enrolled in one of the following Fields of Study Choreography, Dance Performance, Dance Science, University Studies"
202611,DCED,261,50061,MOVEMENT LAB BALLET I,"Must be enrolled in one of the following Fields of Study Choreography, Dance Performance, Dance Science, University Studies"
202611,DCED,272,50062,MOVT LAB MODERN DANCE I,"Must be enrolled in one of the following Fields of Study Choreography, Dance Performance, Dance Science, University Studies"
202611,DCED,303,49298,HEALTH PRACTICES DANCERS,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Fields of Study Choreography, Dance Performance, Dance Science, University Studies"
202611,DCED,315,49300,SPECIAL POPULATIONS IN DANCE,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,DCED,362,49293,MOVEMENT LAB BALLET II,"Must be enrolled in one of the following Fields of Study Choreography, Dance Performance, Dance Science, University Studies"
202611,DCED,373,49294,MOVT LAB MODERN DANCE II,"Must be enrolled in one of the following Fields of Study Choreography, Dance Performance, Dance Science, University Studies"
202611,DCED,402,58067,CONCERT CHOREO & PRODUCT,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,DCED,403,58068,DANCE MOVEMENT ANALYSIS,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,DCED,410,58969,DANCE TEAMS IN SECONDARY ED,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,DCED,411,57886,WELLNESS & PERF ARTIST,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,DCED,416,49296,CONDUCT DANCE SCI RESEARCH,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,DCED,474,50070,MOVT LAB MODERN DNCE III,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Fields of Study Choreography, Dance - USEH, Dance, Dance Performance, Dance Science"
202611,DCED,488,58071,JAZZ DANCE III,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,DDHS,4210,45606,PROFESSIONAL ETHICS,Must be enrolled in one of the following Classifications: Senior 90+ Hours | Must be enrolled in one of the following Majors: Dental Hygiene
202611,ECCB,452,59940,STUDY ABROAD NATURAL RES: ZAF,Must be assigned one of the following Student Attributes: STAB
202611,ECEN,333,53239,INTERFACE ENG & LIFE SCIENCE,"Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computer Engineering, Electrical Engineering"
202611,ECEN,412,42857,ULTRASOUND IMAGING,"Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computer Engineering, Electrical Engineering"
202611,ECEN,423,38448,COMPUTER AND WIRELESS NETWORKS,"Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computer Engineering, Electrical Engineering"
202611,ECEN,432,57737,DATA CONV SYS & CIRCUITS,"Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computer Engineering, Electrical Engineering"
202611,ECEN,433,54052,AVD MICROMAC TECH INFORM ERA,"Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computer Engineering, Electrical Engineering"
202611,ECEN,441,10759,ELECTRONIC MOTOR DRIVE,"Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computer Engineering, Electrical Engineering"
202611,ECEN,455,34967,DIGITAL COMMUNICATIONS,"Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computer Engineering, Electrical Engineering"
202611,ECEN,460,30847,PWR SYST OPER & CONTROL,"Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computer Engineering, Electrical Engineering"
202611,ECEN,461,55891,ELECTRONIC NOISE,"Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computer Engineering, Electrical Engineering"
202611,ECEN,467,46847,HARNESSING SOLAR ENERGY,"Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computer Engineering, Electrical Engineering"
202611,ECEN,471,38455,POWER MGMT CIRCUITS & SYSTEMS,"Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computer Engineering, Electrical Engineering"
202611,ECEN,473,24330,MICROELEC DEVICE DESGN,"Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computer Engineering, Electrical Engineering"
202611,ECEN,480,53620,RF & MICROWAVE WIRELESS,"Must be enrolled in one of the following Majors: Computer Engineering - CECN, Computer Engineering - CEEN, Computer Engineering, Electrical Engineering"
202611,ECON,419,49468,PERSONNEL ECONOMICS,Must be enrolled in one of the following Majors: Economics
202611,ECON,421,45403,ECONOMICS OF CRIME,Must be enrolled in one of the following Majors: Economics
202611,ECON,433,57452,ENERGY MKTS & POLICY,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Majors: Economics"
202611,ECON,436,53527,ENVIRONMENTAL ECONOMICS,Must be enrolled in one of the following Majors: Economics
202611,EDCI,358,50787,INST METH ENGR TECH EDUC,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Programs: BS MXET-STEM Education"
202611,EHRD,111,46717,FOUNDATIONS OF STUDENT SUCCESS,Must be enrolled in one of the following Majors: Human Resource Development
202611,ENGL,376,41248,AMER NOVEL SINCE 1900,May not be enrolled in one of the following Levels: Graduate
202611,ENGL,393,57665,AFRICANA LIT & CULTURE,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,ENGR,251,35080,CREATING A SELF-AWARE LEADER,Must be enrolled in one of the following Programs: Cert-Holistic Ldrshp in Engr
202611,ENGR,410,60048,GLOBAL ENGINEERING DESIGN: GRC,Must be assigned one of the following Student Attributes: STAB
202611,ENTO,424,10970,INSECT ECOLOGY,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,ENTO,425,20867,DISEASE ECOLOGY,Must be enrolled in one of the following Programs: Cert-Public Hlth Ento
202611,EPSY,289,57692,SPTP: INTRO HUMAN DEV & FAMILY,Must be enrolled in one of the following Majors: Human Dev & Family Sci
202611,ESET,469,41036,EMBED REALTIME SOFTWARE DEVL,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Majors: Electronic Sys Engr Technology, Multidisc Engineering Tech"
202611,EVEN,406,41881,ENV PROTECT PUB HEALTH,Must be enrolled in one of the following Majors: Environmental Engineering
202611,EVEN,413,41882,NATURAL ENVIRON SYSTEM,Must be enrolled in one of the following Majors: Environmental Engineering
202611,EVEN,458,41883,HYDRAULIC ENGINEERING,Must be enrolled in one of the following Majors: Environmental Engineering
202611,EVEN,463,41884,ENGINEERING HYDROLOGY,Must be enrolled in one of the following Majors: Environmental Engineering
202611,EVEN,466,41885,SUSTNBLTY & LIFE CYCL ANALYSIS,"Must be enrolled in one of the following Majors: Civil Engineering, Environmental Engineering"
202611,FILM,101,53272,INTRODUCTION TO VISUAL STUDIES,"Must be enrolled in one of the following Fields of Study Film Studies, Film & Media Studies, Perf & Visual Studies"
202611,FILM,315,58587,CINEMA IN ISRAEL,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,FILM,343,58009,SEX GENDER AND CINEMA,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,FILM,425,47074,FRENCH FILM,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,FILM,435,50672,GERMAN FILM,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,FINC,267,27734,INTRO SEC & COM TRADING,"Must be enrolled in one of the following Classifications: Freshman 0-29 Hours, Sophomore 30-59 Hours, Junior 60-89 Hours | Must be enrolled in one of the following Majors: Accounting, Aerospace Engineering, Agricultural Economics, Applied Mathematical Sciences, Applied Mathematics, Biological & Agricultural Engr, Bioenvironmental Sciences, Business Honors, Biomedical Sciences, Biomedical Engineering, Business Administration, Chemistry, Chemical Engineering, Construction Science, Computer Engineering, Computer Science, Civil Engineering, Data Engineering, Economics, Electrical Engineering, Engineering Technology (Lower), Geology, Geophysics, Geoscience, Health, Industrial Distribution, Industrial Engineering, Mathematics, Mechanical Engineering, Management, Management Information Systems, Marketing, Manufacturing & Mech Engr Tech, Materials Science & Engr, Petroleum Engineering, Public Health, Physics, Supply Chain Management, Statistics"
202611,FINC,368,16782,TRADE FLOOR DYNAMICS,"Must be assigned to one of the following Cohorts: Trading, Risk & Investments Pr"
202611,FINC,436,41871,CORPORATE FINANCE CAPSTONE,Must be assigned to one of the following Cohorts: Corporate Finance Program
202611,FINC,462,16786,COMMERCIAL BANK MGMT,Must be assigned to one of the following Cohorts: Commercial Banking Program
202611,FINC,464,26355,COMMERCIAL CREDIT ANALYSIS,Must be assigned to one of the following Cohorts: Commercial Banking Program
202611,FINC,472,56455,REAL ESTATE FINANCE,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance"
202611,FIVS,401,54140,HNR-FORENSIC SOIL SCIENCE,Must be enrolled in one of the following Fields of Study Forensic Investigative Science
202611,FIVS,405,45660,APP DIG FORENSICS & INC RESP,Must be enrolled in one of the following Fields of Study Forensic Investigative Science
202611,FIVS,415,12969,PRACTICE & PRINPL SC LAW,"Must be enrolled in one of the following Programs: BS FIVS - Pre-Law Emphasis, BS FIVS-Science Emphasis | Must be enrolled in one of the following Fields of Study Forensic Investigative Science"
202611,FIVS,432,11001,APPL FORENSIC ENTOMOLOGY,Must be enrolled in one of the following Departments: Entomology | Must be enrolled in one of the following Fields of Study Forensic Investigative Science
202611,FIVS,435,14478,CASE STUDIES PROBLEM SLV,"Must be enrolled in one of the following Programs: BS FIVS - Pre-Law Emphasis, BS FIVS-Science Emphasis | Must be enrolled in one of the following Fields of Study Forensic Investigative Science"
202611,FREN,425,42029,FRENCH FILM,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,FSTC,312,40928,FOOD CHEMISTRY,Must be enrolled in one of the following Majors: Food Science & Technology
202611,FSTC,313,40929,FOOD CHEMISTRY LAB,Must be enrolled in one of the following Majors: Food Science & Technology
202611,FSTC,401,40941,FOOD PRODUCT DEVELOPMENT,Must be enrolled in one of the following Classifications: Senior 90+ Hours
202611,GENE,420,11030,BIOETHICS,"Must be enrolled in one of the following Majors: Biochemistry, Genetics"
202611,GENE,464,44012,BACTERIOPHAGE GENOMICS,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,GEOG,395,54373,CARTOGRAPHY & GEOVISUALIZATION,"Must be enrolled in one of the following Classifications: Sophomore 30-59 Hours, Junior 60-89 Hours | Must be enrolled in one of the following Majors: Geography, Geographic Info Science & Tech"
202611,GEOG,430,39602,ENVIRONMENTAL JUSTICE,"Must be enrolled in one of the following Majors: Environmental Geoscience, Environmental Studies, Geography, Geographic Info Science & Tech, University Studies"
202611,GEOG,440,11047,HIST & NATURE OF GEOG,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,GEOL,152,31675,HISTORY OF THE EARTH,"Must be enrolled in one of the following Majors: Geology, Geophysics"
202611,HIST,301,53433,BLACKS IN US SINCE 1877,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HIST,303,53434,HISTORY & MEMORY,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HIST,305,57720,CHICANA/O HIST SINCE 1848,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HIST,326,57722,CARIBBEAN HISTORY,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HIST,342,57725,LATIN AMER SINCE 1810,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HIST,352,57723,MODERN EAST ASIA,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HIST,358,53439,CHINESE CULTURAL HIST,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202611,HIST,374,53448,U S AFTER WORLD WAR II,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HIST,380,57728,MONGOLS IN WORLD HISTORY,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HIST,381,58697,ENGY & ENV CONFLICT OR COMPAT,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HIST,406,57729,ERA OF FREN REV & NAP,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HIST,419,58477,INTELLECTUAL HISTORY 500-1600,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HIST,429,58718,ROMAN EMPIRE TRANSFORMATIONS,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HIST,442,58696,WORLD WAR II,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HIST,448,58609,AMERICAN LAW SINCE 1865,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HIST,458,57731,HIST OF CHLDHD & FAM IN AMER,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,HLTH,236,15656,INTRO HLTH DISPAR & DIVERSITY,"Must be enrolled in one of the following Levels: Undergraduate | May not be enrolled in one of the following Fields of Study Community Health, Health, Public Health Internship, Public Health Non-Internship"
202611,HLTH,334,11122,WOMENS HEALTH,Must be enrolled in one of the following Levels: Undergraduate
202611,HLTH,429,31577,ENVIRONMENTAL HEALTH,"Must be enrolled in one of the following Fields of Study Community Health, Health"
